Project,Document Name,Hoarder Flag,Similarity,Call,Response
001,001_001.txt,1,0.5346746444702148,yeah. okay. all right. perfect. thank you. okay. so could you please describe where you live now? what's the space like?,"well, my space is very small. it's a room with a bathroom and i share a house with ... well, i don't share a house. i just have a room with a bathroom and i have my little refrigerator in the bathroom. i have no place to cook. and so when i buy groceries i have to buy mostly takeout when i'm down here but this is my place in the city so that i can work, but now with covid it's become crazy because the libraries are closed. this is just a place for me to sleep. it's got all my work clothes. it's got all the stuff i need for work. stuff to get ready for work. it's got a tv in my keurig and all my stuff. and stuff i use all the time. then at my house up in the foothills has my long-term stuff and my furniture and everything else. and it's all my cooking and it's a full home, so i go back and forth between the two."
001,001_001.txt,1,0.3633955419063568,yeah. i know. it's definitely horrible.,i had this specifically as a place to sleep when i go to work in the bay area.
001,001_001.txt,1,0.5948944091796875,mm-hmm AFFIRMATIVE. yeah. okay. thank you very much. let's see. are there parts of your home that you consider cluttered in your view and what makes them cluttered?,"my living room. my table. my dining room table is full of stuff. and the stuff ... when i get up there, i open my computer and i lay out my mail and there's mail and there's stuff on the floor. and i get through stuff and then i cook and i put everything away. it's not like i just leave ... i'm not one of these really cluttered people where you can't walk around. so not like that. i'm not like that. but i do have piles that i'm concerned about because i just don't do anything with that."
001,001_001.txt,1,0.8923182487487793,yeah. okay.,so yeah.
001,001_001.txt,1,0.7426599264144897,"yeah. let me see here. okay. when do you think about ... oh, sorry. i'm lost. when you think about your possessions, there we go, what makes them valuable?",oh what makes them valuable?
001,001_001.txt,1,0.3379596471786499,yeah. mm-hmm AFFIRMATIVE.,"the fact that i'm going to use them again. i mean, there's some left-in valuable memories, memories that are attached to them. and sometimes clothes that i can't wear anymore, i won't give them away just because they've got memories attached to them. or i think maybe someday i'm going to wear them. but i have two full closets full of clothes. i've given some stuff away. i give stuff away all the time to goodwill, but i still have tons of stuff. i have more stuff that i could ever use."
001,001_002.txt,1,0.6530166268348694,okay. yeah. yeah. and so what do you think is trash for you? what would you discard?,"i clean my bird cage every day and discard the papers under the cage. i throw away bottles after i use them. we recycle things down here, so i get rid of stuff all the time. everyday i throw out bottles that i use. newspaper. but i usually recycle the newspaper and use it. food and discarded food. and then i throw things away after they're just beat up. i throw away purses. i throw away clothes when they're worn out. and a lot of times i'm given things as gifts that i hold onto out of probably more ... what's the word i want to use? i feel bad because i don't like them, but i hold onto them, you know?"
001,001_002.txt,1,0.2688007354736328,yeah. uh-huh AFFIRMATIVE.,"but i shouldn't do that. i should just get rid of them. i wish i was a better ... just go through and just say, ""i haven't worn this anymore. get rid of it."" but i mean there are things that i've made. i took tailoring and i made coats that i know i'll never wear them again but i worked on my ass off on them, right? so they're still in my closet. so things that i've worked really hard on that mean something even though i don't wear them, they're there to bring a memory to me about something because as i get older, my memory is bad and sometimes i need tangible objects. i'm more of a spacial person."
001,001_003.txt,1,0.30660703778266907,"okay. okay. all right. thank you. so next question is, what do you think the most precious item in your house is?","oh god. my bird. my live bird. i mean, my precious ... because all the fires we've had here in the bay area. i've watched people and they left their pets behind. i freaked out. it's like, how can you leave your pets?"
001,001_003.txt,1,0.2668641209602356,yeah. i know.,"probably because they were at work or something and they told them to evacuate and couldn't get back. but my pets and then pictures, i guess photographs, i'd probably grab a box of photographs of my mom and dad who are dead and something like that. that's all i can think of. i mean, i have insurance so all of this stuff can be replaced."
001,001_003.txt,1,0.48697108030319214,mm-hmm AFFIRMATIVE. okay. thank you. do you think you have too much stuff?,yes.
001,001_003.txt,1,0.46470388770103455,"okay. let me see here. okay. if you had to choose between any of your items, we kind of talked about this, how would you choose a certain item over the other one?","well, whether i used it or not."
001,001_003.txt,1,0.32687699794769287,yeah.,"whether i used it or whether i intended to use it which is why i've got so much stuff it's just like well, i can use that. but see, i lost my job. this has nothing to do, but i lost my job through this covid thing and i'm trying to find another job and the last thing i want to do right now is clean. now other people, they're baking, they're doing gardening. no. i'm kind of more focused on finding a job. once i know i've got a job, i can relax and the rest of my life fall into place. but i've had some difficult times as i've gotten older and it depresses me. when i'm depressed, that's the last thing i want to do is clean. there's no way."
001,001_003.txt,1,0.3907875120639801,i understand. yeah. mm-hmm AFFIRMATIVE. all right. let me see here. does your behavior upset you in any way? do you think it gets in the way of your daily life?,"yeah. i mean, when it gets in the way ... i mean, when it gets in the way i clean it up. and i have it situated so that it isn't in my way. but for instance i'll give you an example. i take the new yorker. okay, that's a weekly magazine. there is absolutely no way you can get through it in a week. and it piles up and piles up and everybody who takes the new yorker knows that. if the subscription is just and i'm sitting here, i haven't even read half of them. they're all over place. and it's like i've done this before and it's like i don't read them but i really want to read them because it's the best read stuff. so that's something that i've got all over my house. new yorkers, everywhere."
001,001_004.txt,1,0.5817781090736389,so the next question is would you be upset if you had to get rid of some of your items?,"no. i mean, maybe ... you know what upsets me is when i lose something. i cannot stand it when i lose something and even the most little thing. if i lose it, i freak out and i don't know what that's about either. it's like they're just a material thing. but it's almost like i feel like i'm losing my mind and it drives me nuts. it just drives me nuts. and it just gives me comfort to know it's there whether i use it or not. it's weird. it's just a weirdness that i have. that's part of my clutter problem."
001,001_004.txt,1,0.48929089307785034,yeah. okay. perfect. let me think here. what do you think the most important difference is between what is considered normal saving behavior such as collecting and hoarding disorder?,"well, hoarding disorder is when you let the papers pile up to the point where there's just stuff that you really just don't need. but you still want to go through it. it's like at some point it's collecting dust and it's just crazy. like i'm looking in my room right now which is just nuts. and so i think when the piles start getting pretty high ... and this caused problems in one of my relationships. my old boyfriend who walked into the kitchen, i had piles up all over. he just took his arm and went boom. and just knocked them over."
001,001_004.txt,1,0.4471672773361206,"oh, wow.",i've had enough. i have had enough of this. it has caused problems in my relationships. yes.
001,001_004.txt,1,0.4412041902542114,okay. thank you. okay. where do you get your information about hoarding disorder?,"i don't really. i mean, i've seen people who are ... i mean, i've watched these shows on tv. those people make me want to gag. i don't think i'm like that. i'm not like that. but i do know i have an issue with ... having a clean house and an orderly house. that's not me. that's not me, and i don't care. if i were having a party, and i used to have lots of parties, then i'd clean up and stuff. but i don't have parties and i go home and i like my alone time and i'm not really entertaining that much right now. and i guess entertaining would be some reason for me to clean up but otherwise, i don't care. i just don't care. i mean, i care enough to be a part of this study, but maybe i need to know why i don't care."
001,001_004.txt,1,0.6889667510986328,mm-hmm AFFIRMATIVE. okay. yeah. perfect. thank you.,"are these helpful or you just say, ""perfect, thank you""? CROSSTALK."
001,001_004.txt,1,0.5287341475486755,"oh, no. yeah. these are very, very helpful. absolutely. it's great. absolutely.",okay. okay.
001,001_005.txt,1,0.46334975957870483,"yeah. thank you. so for the next part of the interview, i'm going to be reading you stories and i'm going to ask you questions and you just answer the questions to the best of your ability, okay?",okay.
001,001_005.txt,1,0.3228522539138794,"okay. so for the first story, john doe has several boxes that he likes to keep in case he needs to store something or decides to move. when items are delivered to his house, he keeps the container the item came in. he is worried that he might get rid of a box he will need later. stacks of boxes occupy one of his closets but there are no boxes in other rooms. his house is not always organized but not usually cluttered. occasionally it's different for mr. doe to find his car keys and wallet so he'll spend a few minutes looking for them until he eventually finds them. when this happens, he's rarely late in getting where he needs to be. okay. so the person depicted in the story, in your opinion, do you think they have hoarding disorder or is their behavior like a clutter problem?",no. no. neither. neither.
001,001_005.txt,1,0.2733849883079529,okay. so why would you say that?,"because they put them in the closet. keeps them out of sight. i sometimes, but i've been religiously breaking down boxes and putting them in the trash. and because i used to ... and i do keep several boxes in my garage that i think i'm going to use for christmas presents and those are sitting out in the garage. but no. i don't think he has a hoarding disorder. no. not clutter. no."
001,001_005.txt,1,0.3653855621814728,"yeah. okay. and is this behavior similar or different to that of your own, in your opinion?","i don't store boxes in a closet and i don't have that many and i do throw them away. and i have a designated spot for my keys, but i've been in problems where i've lost my ... oh god, it drives me nuts. i can't find my keys anywhere. but that is not an issue of hoarding. that's an issue of memory. it's not hoarding. it's memory. and that's my memory is getting ... because i'm 66. so my memory is starting to go and not fun."
001,001_005.txt,1,0.6061338186264038,yeah. i'm sorry.,it's not fun.
001,001_006.txt,1,0.5073404908180237,"yeah. okay. so the next story, i'm going to read you another story. here we go. john doe has several boxes that he keeps in case he needs to store something or decides to move. when the items are delivered to his house he keeps the container the item came in. he is worried that he might get rid of a box that he will need later. stacks of boxes occupy every room. before entering his bathroom he must remove several stacks of boxes. his house is extremely cluttered and it's difficult for him to walk in his house. often, it's difficult for mr. doe to find his car keys and wallet, so he'll spend 30 minutes to an hour looking for them until he eventually finds them or forgets what he was looking for. he is almost always late in getting where he needs to be and sometimes does not show up at all. so in your opinion does this person have ...","no. yes, he's a clutter. he's a terrible clutter and that's not me."
001,001_006.txt,1,0.4190901517868042,clutter. okay.,"that's not me. i have papers in every room, but i would never have papers so i couldn't get out the door i couldn't ... that's ridiculous. and like things that i have... i have a computer that's old and i want to throw it away but i need to get it right. and it's sitting in my office. it needs to be gotten rid of and i want to get rid of it. it's just i haven't because i don't know where to take it. sometimes when those things come up, i'm not in the right place at the right time, so those kind of things. but no. i'm not like that. and i'm always usually early or on time, i think. so ..."
001,001_006.txt,1,0.5001826286315918,perfect. okay. and do you think this person should try to change their behavior?,yeah.
001,001_006.txt,1,0.3628585636615753,okay. and why do you say that?,"yes. because he can't get through his house. there's something wrong. my aunt had a neighbor like that and i gave her this gift and she gave it to her neighbor, because her neighbor coveted it, but you go to her neighbor's house and she can barely make a path through the house and their neighbor didn't really ... i got mad she gave it away because this neighbor just wanted it to put in her piles of crap."
001,001_006.txt,1,0.3479229509830475,of course. yeah.,"people that can't get into their house and stuff like that, there's something wrong. yeah."
001,001_006.txt,1,0.39780133962631226,yeah. definitely. okay. perfect. so okay. i have another story for you. okay. john doe has clothes that he likes to keep in case he needs to use them in the future. clothes occupy most of his room except for the kitchen and his bedroom.,oh my god.
001,001_007.txt,1,0.2983894944190979,"before taking a shower, he must remove some of these items from his bathtub. at the same time, it is difficult for mr. doe to find his car keys and wallet so he'll spend 10 to 20 minutes looking for them until he eventually finds them. when this happens, he's usually late in getting to where he needs to be. so in your opinion, does this person have hoarding disorder-",yes.
001,001_007.txt,1,0.7332161664962769,... or clutter problems?,clutter.
001,001_007.txt,1,0.6714330315589905,clutter. okay.,not hoarding.
001,001_007.txt,1,0.47571468353271484,not hoarding.,"well, maybe a bit of both because he's saving clothes for if he needs them, and i do that."
001,001_007.txt,1,0.26831862330436707,okay. uh-huh AFFIRMATIVE.,"i mean, i have seven patagonia jackets because i love patagonia jackets. do i wear them all? no. i don't wear them all. they sit in there and i try to rotate them. but i have a closet. i have two closets. i have one here and one up there and i periodically get rid of stuff. what my problem is, there's pairs of jeans on the floor that need to be patched and i need to embroider the patches and that takes a long time and i haven't had the time, so the stuff sits on the floor. that kind of thing. that kind of thing. but, no. i'm not late because i can't find things and get out of the house. i mean, no."
001,001_007.txt,1,0.46158522367477417,of course. okay.,i try not to be late for anything. that's a pet peeve of mine.
001,001_007.txt,1,0.4719466269016266,"that's great. okay. let's see ... oh, here. should this person try to change their behavior in your opinion?",yes.
001,001_007.txt,1,0.8014256954193115,okay.,yes.
001,001_007.txt,1,0.3881702125072479,and does the behavior require treatment from a psychiatrist in your opinion?,yeah.
001,001_007.txt,1,0.3724380135536194,okay. and could you tell me why or ...,"because he's always late and that's not good. i mean, that's an indication ... that's a problem with ... that creates a ... god, i can't give you the words i want to use."
001,001_007.txt,1,0.4469442665576935,"yeah. like a life disturbance, maybe?","well, it's opinions that people make about you based on your behavior and if you're late all the time, you're going to be looked on as a flake."
001,001_007.txt,1,0.5363931655883789,"yeah. okay. yeah. perfect. okay. so yeah. like a life disturbance type of thing, is CROSSTALK.","a life disturbing, yeah. because if he's applying for jobs or he's going to an interview or he has to be at work on time and you're late all the time, you're going to get fired. so when it causes life changing decisions, then you got a real problem. like drinking. like drinking."
001,001_008.txt,1,0.36404022574424744,"yeah. exactly. okay. okay. so last story for you. john doe has several antiques that he keeps because he likes them and he knows they're valuable. so he goes out once a week and buys more antiques. he's worried that he might get rid of an antique that is worth a lot of money. antiques occupy every room. before entering his bathroom he must remove several antique items. often, it is difficult for mr. doe to find his car keys and wallet so he'll spend 30 minutes to an hour looking for them until he eventually finds them or forgets what he's looking for. he is almost always late in getting where he needs to be and sometimes does not show up at all. so in your opinion, do you think this person have-",yes.
001,001_008.txt,1,0.6416327953338623,yeah. clutter problems again?,yeah.
001,001_008.txt,1,0.2634114921092987,okay.,"yeah. well, clutter. yeah. clutter. because it's ridiculous. he has so many antiques that they impede his behavior and cause problems in his life."
001,001_008.txt,1,0.5703370571136475,yeah. mm-hmm AFFIRMATIVE. is this behavior similar or different to that of your own in your opinion?,different.
001,001_008.txt,1,0.3502148389816284,and why would you say that?,"because i'm not late to my meetings and i mean it's the same in that i collect clothes like that. i may collect ... but they're in my closet. and i put my keys in one spot. i mean, that's why i do it. because i have a spot so i don't lose them. and there's just certain things you got to be careful of and they're major things. the keys are major to get you out of the house and get you out the door."
001,001_008.txt,1,0.8531767129898071,yeah. of course.,so yeah.
001,001_008.txt,1,0.3376978933811188,okay. perfect. thank you.,"i mean, you would think that one episode of 30 minutes trying to find keys would cure that problem. the person would be like, i got a problem."
001,001_008.txt,1,0.6426252126693726,mm-hmm AFFIRMATIVE. you would definitely think so. yeah.,yeah.
001,001_008.txt,1,0.5551409721374512,"okay. perfect. so that's the end of the stories. so we're going to go ... this last part of the interview is about covid-19 and again, i'll just be asking you questions again. so again, any clarification please feel free to ask me. if you're uncomfortable answering any of the questions, just let me know. absolutely no problem.",okay.
001,001_009.txt,1,0.49166905879974365,okay. all right. so first question is how has covid-19 impacted your life? what specific behaviors has changed?,"going into work. i can't go in and see other people. when i go out and run, if i'm not wearing a mask, people start cowering and yelling at me. it's ridiculous. i'm out on a trail six feet away from somebody. they're ... but you know, in all fairness, it hasn't changed my life that much because once i was working from home quite a bit before and i did lose my job last january, and partly due to covid because they closed our san francisco office because the company was having money problems anyway, but they closed the san francisco office and everybody is working remotely for good, which i think is really bad. it's really bad. i think it's alienating people and people are having problems-"
001,001_009.txt,1,0.29314014315605164,i agree.,"... and eating more than normal. when i'm up by my house where i can cook, and that's not good. i've had some health problems because i don't know why. i'm having some right now. i just got back from the doctor. so it's caused health problems. and we have had horrible fires in the bay area. and so the smoke travel here has been horrible for the last couple weeks."
001,001_009.txt,1,0.583858847618103,absolutely.,this is like the year from hell.
001,001_009.txt,1,0.5323883891105652,i know.,the year from hell.
001,001_009.txt,1,0.6006879210472107,it's horrible.,i know.
001,001_009.txt,1,0.5333166718482971,absolutely horrible.,i know.
001,001_009.txt,1,0.6190919876098633,"okay. so how in your opinion has covid-19 affected your acquiring habits, including buying things?","well, losing a job affects you buying things. you just cut way back."
001,001_009.txt,1,0.3753926753997803,exactly. okay.,i actually just bought a couple things for myself. i'm collecting unemployment. and i got a severance and so i'm okay right now. but i'm certainly not out buying big ticket items.
001,001_009.txt,1,0.41207149624824524,yeah. of course. yeah. has it affected your difficulties with throwing things away?,no.
001,001_009.txt,1,0.6939128637313843,no? okay. perfect.,no. mm-hmm NEGATIVE.
001,001_009.txt,1,0.4583377242088318,how has covid-19 affected your sense of connectedness or attachment to your items?,it hasn't.
001,001_009.txt,1,0.5675535798072815,okay.,"i mean, it doesn't affect it one way or the other."
001,001_009.txt,1,0.7563328742980957,all right. okay.,yeah.
001,001_009.txt,1,0.616720974445343,"let's see. oh, how have you been coping since covid-19 started?","i was fine until i left my job. but i'm at the point where i'm almost ready to retire and i'm in the final interviews for a new job. i don't know what'll happen but i'm kind of just taking it, i don't know ... i'm not getting really upset about it. i'm continuing to live my life. and depending on where you're located, different areas are more ... like the bay area is much more rigid about their covid-"
001,001_009.txt,1,0.3535558879375458,measures? yeah.,"... guidelines. their guidelines. whereas up by my house, people are free for all. hell, nobody wears a mask and nobody ... which i also don't like because there's a lot of creeps up there and i get worried-"
001,001_010.txt,1,0.35362473130226135,for sure.,"... with a kind of ... what's the word? not lackadaisical but nonchalant kind of nonchalant attitude of people. but they've just ... there's one store where i live and they don't require masks. it's the only store i've been in ... how easy is it to stand at the door and say, ""you can't come in unless you have a mask"", and they won't do it and it drives me nuts. so i get angry."
001,001_010.txt,1,0.4258922338485718,yeah. i get angry too.,"because when there are easy methods to ... and there's a bunch of creepy people up there. there's a bunch of pot growers, and it's not my favorite place. so yeah. i get upset."
001,001_010.txt,1,0.4888463020324707,"yeah. definitely. it's very tough to deal with people like that right now, for sure.",it is.
001,001_010.txt,1,0.4036078453063965,uh-huh AFFIRMATIVE.,and how hard is it? the masks are so cheap. you can just go buy a pack of five of them at the drug store and wear them.
001,001_010.txt,1,0.6858065128326416,exactly. exactly.,you know?
001,001_010.txt,1,0.5815473794937134,yeah.,and wear them.
001,001_010.txt,1,0.5351415872573853,i know. it's really not that hard. i know.,tons of morons up here.
001,001_010.txt,1,0.617891788482666,don't get me started.,i won't get into ... i hope you're voting for biden.
001,001_010.txt,1,0.33575716614723206,"oh, definitely. definitely.","he's about to get rid of social security and i'm about ready to retire, but wearing masks. i'm sorry. it doesn't stand for anything. so all right."
001,001_010.txt,1,0.3919306993484497,yeah. let me see. let me see here. have you had any specific techniques that you found helpful dealing with covid-19? is there any coping techniques that you've had?,yeah. you stay inside.
001,001_010.txt,1,0.5316154360771179,you stay inside. okay. perfect.,"you stay inside. coping... i just wear a mask and if people are shitty, i ignore them. and there are a bunch of ... not a bunch but there are some creepy people and there are some real ... like people are way over the top afraid. they're way over the top."
001,001_010.txt,1,0.3037574887275696,yeah. for sure.,"and i think i see what's happening with regard to companies like twitter. we're here in silicon valley, so these big companies are not ... they're not going to have people come into work till next july. and that's not healthy."
001,001_010.txt,1,0.34898513555526733,no. i agree.,it's not healthy and i don't believe the people that are at home are working that hard. i just don't. and the reason they like it so much is because they can goof off. so they goof off. it's just bullshit. i'm sorry. that's just the way i feel about it.
001,001_011.txt,1,0.43172258138656616,yeah. definitely.,"part of working is getting up, getting dressed and going into work. and seeing other people."
001,001_011.txt,1,0.6574877500534058,for sure.,it's part of life.
001,001_011.txt,1,0.5388206243515015,yeah. i agree.,this is not living.
001,001_011.txt,1,0.3883255422115326,"i mean, the psychological impact too is very tough for everybody.",it is. it is.
001,001_011.txt,1,0.3258488178253174,just not being able to see people.,"i mean, hoarders are stuck with their hoarding. you're stuck at home with your ... but i've made trips to the dump and i've made trips to the ... i cook a lot when i go up there and then i have all this stuff i have to throw away, but i don't leave food around. i don't know if there's hoarders that do that. that's gross."
001,001_011.txt,1,0.5307769775390625,mm-hmm AFFIRMATIVE. for sure.,but no. i'm not like that.
001,001_011.txt,1,0.6514227986335754,okay. and-,i just- go ahead.
001,001_011.txt,1,0.48942261934280396,sorry. okay. i was just moving on to the next question but i wanted to ...,yeah.
001,001_011.txt,1,0.7012584805488586,what did you ... okay.,go ahead.
001,001_011.txt,1,0.39272385835647583,so how has covid-19 affected your motivation to seek help for hoarding behaviors specifically?,it's not one of my priorities.
001,001_011.txt,1,0.27523431181907654,yeah. okay. yeah.,"not one of my priorities, but since this came up now, i'll talk to you about it. but no. i'm not ... i don't have the money to go see a therapist and if i were, it wouldn't be about hoarding. it'd be about other things. so ... you know?"
001,001_011.txt,1,0.5004172921180725,yeah. for sure. have you kept in contact with your family and friends during this time?,yeah.
001,001_011.txt,1,0.6030478477478027,okay. how often?,"oh, a lot."
001,001_011.txt,1,0.369760125875473,"oh, good.","i have a friend whose house i go over to during the week. and i go over there and work with her and talk, and then we go on hikes together."
001,001_011.txt,1,0.3306835889816284,wonderful.,and when i go up to my house i have a whole group of people i go hiking with.
001,001_011.txt,1,0.29546234011650085,"oh, that's great. uh-huh AFFIRMATIVE.",yeah. and i have groups of people. we have zoom. we have a zoom meeting every couple weeks with all my running friends.
001,001_011.txt,1,0.39547181129455566,wow. that's great.,and so there's a lot of ways that i try to stay healthy socially.
001,001_011.txt,1,0.5612117648124695,wonderful. yeah.,yeah. you have to move.
001,001_011.txt,1,0.5156052708625793,definitely.,you have to move the body every day.
001,001_011.txt,1,0.33605048060417175,definitely.,i think that's really important to your mental health. you got to get outside.
001,001_011.txt,1,0.8064468502998352,yeah. i agree completely.,yeah.
001,001_011.txt,1,0.6578482389450073,sorry. do you-,"oh, no."
001,001_012.txt,1,0.33225327730178833,do you feel socially isolated or lonely prior to covid-19?,"well, a little bit because my job changed to the point... see, in my last job, the woman ... well, the whole company changed. so our headquarter were in mountain view. a company bought ... so i started with this company when it was lifelock. lifelock two weeks after i started got bought by symantec. i worked for them and helped them for about seven months, and symantec laid me off. and symantec hired me back. and i worked for them for about a year and a half. and then broadcom bought symantec."
001,001_012.txt,1,0.2768794894218445,"oh, wow. uh-huh AFFIRMATIVE.","so then the company split and i had been in the san francisco office and wanted to stay there and they moved the corporate headquarters to arizona which is where lifelock was because it's cheaper. and so then they laid me off and they reorganized and they laid me off and it's the second time i've been laid off by the same company. so what i see is that before i wasn't happy in my job because everybody i worked with was in a different city. all my team was in arizona or ... and that all was recent. that has all just changed. so all the changes were driving me nuts. and it was too far for me to drive to mountain view and then they decided they were going to close the san francisco office so i'm like, then i don't have a job because then my only option was to move to arizona."
001,001_012.txt,1,0.6131892204284668,for sure. i don't either. yeah.,uh-huh AFFIRMATIVE.
001,001_012.txt,1,0.5796926021575928,yeah. okay.,uncertainty is not cool.
001,001_012.txt,1,0.37734970450401306,yeah. absolutely not.,"and people ... there's just people that are prolonging the situation because they won't conform and do what needs to be done. wear a freaking mask, you know?"
001,001_012.txt,1,0.5164217948913574,yeah. i agree completely. yeah.,stupid ass.
001,001_012.txt,1,0.5085062384605408,"i know. so the next question is, have you experienced conflict during the covid-19 measures? that could be with like family or with anyone.","yes. i'll tell you. my sister-in-law and i started in january planning a trip to italy. so in march we were planning on going in march and boom. covid hit. so then it was this huge ordeal. we were going to go to several countries and i don't get along with her very well, so we were going to try and do this to mend our relationship or to bond closer. well, i had no idea what she was like and she turned into a total ass. and ended up just being horrible. it was one of the most horrible experiences. so from january through april or right before my birthday in may, she was hounding me and we had replanned the trip three different times because as time went on, you could see covid was going on. so we kept having to rebook and rebook and oh my god. it was horrible."
001,001_013.txt,1,0.31008630990982056,absolutely.,"and i basically, i'm cut off from my brother because she's planning with my brother and i'm cut off with her. so it created a huge rift ... which causes me the stress and i'm depressed about it. yeah."
001,001_013.txt,1,0.5976635813713074,yeah. it must be tough for you.,it was horrible.
001,001_013.txt,1,0.7036611437797546,yeah. i'm sorry. yeah.,yeah? me too.
001,001_013.txt,1,0.4935556650161743,"yeah. okay. well, actually that's all the questions i have for you as far as the interview.",way more information-
001,001_013.txt,1,0.549813449382782,"oh, no.",... than you needed.
001,001_013.txt,1,0.5096607804298401,"no. no. it was great. thank you for all of the information. so for the next part i just need some demographic, study demographics.",sure.
001,001_013.txt,1,0.6561052799224854,so could you please tell me your gender identity.,yeah. female and straight.
001,001_013.txt,1,0.578284502029419,okay. perfect. and then sex assigned at birth.,female.
001,001_013.txt,1,0.5506780743598938,okay. perfect.,i can't believe we have to ask these questions now.
001,001_013.txt,1,0.6291777491569519,i know.,geez. i'm a blend. sorry. sorry.
001,001_013.txt,1,0.566018283367157,how about your race?,white.
001,001_013.txt,1,0.6078397035598755,white? okay. and ethnicity?,american. i don't know. what do you call it?
001,001_013.txt,1,0.7110872268676758,perfect. that's perfect. yeah.,yeah.
001,001_013.txt,1,0.7057256698608398,and household income. you can give me a range if you're not comfortable with giving me the exact.,i'm in the six figure range. was.
001,001_013.txt,1,0.5582503080368042,okay. all right. perfect.,was.
001,001_013.txt,1,0.5476509928703308,"mm-hmm AFFIRMATIVE. okay. so geographic region. so like northwest, south, west...",i'm in northern california.
001,001_013.txt,1,0.5379530191421509,perfect. okay.,san francisco bay area.
001,001_013.txt,1,0.5338724851608276,yeah. okay. and highest level of education?,i have a law degree.
001,001_013.txt,1,0.2852124273777008,yeah.,this one wasn't as involved. i had this really interesting telephone conversation with somebody and it got into drinking which we didn't get into. they're trying to make ... because i'm curious. is there a connection that you guys see with people who have come from alcoholic families that have hoarding disorders?
001,001_014.txt,1,0.6146203875541687,that's a very interesting connection that i haven't looked into yet.,and that's what they were ... and i see a connection because i do have ... i think it affected me.
001,001_014.txt,1,0.7688350081443787,"oh, wow. okay. well, yeah. that's something very interesting we need to definitely look into. and thank you so much.",you should look into that.
001,001_014.txt,1,0.5043032169342041,"yeah. thank you so much for your time and all the information. very, very helpful. i really appreciate it.",sure. is there going to be any follow-up or is this it?
001,001_014.txt,1,0.4529116749763489,we'll make sure that they will send your gift card to you. that'll be the follow-up. if you have any questions at all you can always e-mail interviewer henderson. she's the one that's been e-mailing you.,right. right. but i'm happy to continue participating if you guys have more stuff.
001,001_014.txt,1,0.5253477692604065,oh yeah. of course. i'll let-,i'd like to get to the bottom of this and help myself.
001,001_014.txt,1,0.36918187141418457,you're also helping others too when you do these type of things. so yeah. it's amazing.,"but i would, if i were you, look into the alcohol connection."
001,001_014.txt,1,0.3342353105545044,yeah. of course.,"because she was asking me questions like that and then i asked her, ""well, what do you think?"" and she said, ""well, we seem to see a pattern in people who have had alcohol problems"", which i have had, and families that have alcohol problems."
001,001_014.txt,1,0.5006076693534851,"that is very, very interesting stuff. for sure. i'll definitely see what that is. and i will let interviewer know that you're interested in participating in more future studies as well.",yeah. yeah.
001,001_014.txt,1,0.6460047960281372,yeah. okay.,thank you so much.
001,001_014.txt,1,0.614140510559082,thank you so much. you have a wonderful day. good luck with your interviews.,you too. take care.
001,001_014.txt,1,0.6718644499778748,yeah.,"oh, thank you. okay."
001,001_014.txt,1,0.6689425706863403,bye-bye.,you take care.
001,001_014.txt,1,0.8036484718322754,you too. bye-bye.,bye.
002,002_015.txt,1,0.624885618686676,"all right. okay, so my first question would be, what term would you prefer when we're talking about your difficulties with clutter and difficulties discarding?",probably clutter.
